Title,Year,Standardized Title
How Can Vascular Surgeons Position Ourselves within Stroke Organizations?,2023,flowing upwards: carotid & venous adventures: what comes first cea or cabg?
When is Medical Therapy Alone Necessary?,2023,flowing upwards: carotid & venous adventures: shared decision making/cea
Embolic Stroke Unknown Source (ESUS) and Carotid Web Etiology of Ischemic Stroke,2023,flowing upwards: carotid & venous adventures: the changing view of the role of venous thrombectomy in venous thromboembolism
How Does Carotid Plaque Imaging Help in the Decision-making in Acute Strokes?,2023,flowing upwards: carotid & venous adventures: improving access for patients with edema
Carotid Interventions in Women: What do Trials Leave Out and What Techniques are Important?,2023,flowing upwards: carotid & venous adventures: novel mechanical thrombectomy device used to restore patency to chronically occluded femoral to caval bypass to heal venous ulcers
TEVAR for BTAI: What Do We Know That We Didn’t Five Years Ago?,2023,flowing upwards: carotid & venous adventures: q&a/panel discussion
Principles of Blunt Arterial Injury Management,2023,vascular cornucopia: early intervention for steal syndrome in dialysis patients
Endo or Open? Controversies in Peripheral Arterial Vascular Injuries,2023,vascular cornucopia: improving compliance with discharge medication registry guidelines
Vascular Trauma Conduits: Beyond Vein and PTFE,2023,vascular cornucopia: pharmacology
Creative Deployment of Stent Grafts in Trauma,2023,vascular cornucopia: wounds/topical
Peripheral Venous Trauma: When to Ligate and When to Repair,2023,vascular cornucopia: q&a/panel discussion
Injuries to the Inferior Vena Cava and Iliac Veins,2023,endovascular aortic arch repair with the nexus endografts: results from the italian nexus aortic arch endovascular repair registry (inarcher)
Small Abdominal Aortic Aneurysms Under Surveillance in the over 80s – a Step Too Far?,2023,midterm outcomes of laser in-situ fenestrated repair (life) of complex aortic arch pathology: results from the multicenter life registry
Complications of Carotid Interventions for Symptomatic Lesions After Systemic Thrombolysis,2023,trans-atlantic multicenter experience utilizing total endovascular aortic repair extending from ascending to infrarenal aorta or iliac arteries with fenestrated & branched endografts
Association Between Heart Failure and Arteriovenous Fistula Patency in Patients with End-stage Renal Disease on Hemodialysis,2023,a report of the safety of spinal fluid drainage in 1445 open and endovascular thoracic and thoracoabdominal aortic aneurysm patients treated at a single institution from 1987 to 2023
Aortic Stiffness and Cardiac Modification After Open or Endovascular Aortic Treatment: Preliminary Results of a Single-Centre Prospective Cohort Study,2023,hyperoxygenation of visceral arteries during open thoracoabdominal aortic aneurysm repair: a propensity matched pilot study
Assessment of Pre- and Post-operative Cognitive Performance in Asymptomatic Patients Undergoing Carotid Endarterectomy: A Pilot Study,2023,low-profile endografts are associated with increased risks of type i/iii endoleaks in physician-modified fenestrated and branched endovascular repair: insights from multicenter international registry
Carotid Endarterectomy in Octogenarians,2023,how i do it: techniques for repacking physician modified endografts
Relationship of Mobbing and Burnout in Vascular Surgeons,2023,impact of the learning curve on the outcomes of thoracoabdominal aortic repair using the e-nside off-the-shelf preloaded inner branch endograft
Use of Intravascular Ultrasound for the Technical Assessment of Covered Endovascular Reconstruction of the Aortic Bifurcation,2023,cellular dysfunction in abdominal aortic aneurysm development and novel therapeutic strategies
Open Bypass Is Superior to Endovascular Revascularization in Patients Undergoing Reintervention for Chronic Limb Threatening Ischemia Using a Medicare-Linked Database,2023,the aortic vulnerability spectrum: reshaping the future of aortic surgery
Aneurysm-Sac Dynamics and Mid-Term Outcomes Following Fenestrated Endovascular Aneurysm Repair After Previous Endovascular Aneurysm Repair,2023,vascular live: reflow presents: revolutionizing btk clti treatment: the impact of spur rst
What Specific Factors Has the Medicaid Expansion Influenced or Affected Regarding the Management and Surgical Outcomes of Patients with Peripheral Arterial Disease?,2023,open surgery is superior to endovascular therapy in patients with nutcracker syndrome
"Smartphone-Based Infrared Thermography as an Option for Evaluating the Treatment Effect of Revascularization Procedure in Patients with Peripheral Arterial Disease, a Prospective Study",2023,stenting for symptomatic left renal vein compression is safe and effective on long-term follow up
"Impact of Abdominal Aortic Aneurysm Sac Shrinkage on All-cause Survival and Long-term Sac Behavior, up to Five Years After Endovascular Aortic Repair with a Low-profile Device",2023,surgical debulking for functional popliteal artery entrapment syndrome
Registered Physician Vascular Interpretation Exam Review - Session 2: Ultrasound Physics and Vascular Test Interpretation,2023,clinical outcomes from a 20-year experience treating functional popliteal artery entrapment syndrome in athletes
Reported Pain at Work Is a Risk Factor for Vascular Surgery Trainee Burnout,2023,patency of major abdominal vessel reconstructions when assisting in whipple procedures
The Addition of a Leaded Arm Sleeve to Leaded Aprons Further Decreases Operator Upper Outer Quadrant Chest Wall Dose During Fluoroscopically Guided Interventions,2023,aortobifemoral bypass remains more durable long-term compared to endovascular intervention for aortoiliac occlusive disease: a 5-year analysis in the vqi-vision database
Long Term Value in Open and Endovascular Repair of Chronic Mesenteric Ischemia,2023,screening and treating asymptomatic carotid artery stenosis among patients radiated for head & neck cancer: is it worthwhile?
Designing an AV Fistula Study Based on Lessons from ACCESS – a Phase 3 US Multicenter Randomized Controlled Hemodialysis Access Trial,2023,from pixels to practice: image-guided precision in pad management
Durability of Percutaneous Bypass for Treatment of Femoropopliteal Disease: Two-year Outcomes of the DETOUR-2 Study,2023,alps talk + multidisciplinary team panel lunch & learn
Elective Peripheral Vascular Intervention in the Smoking Claudicant,2023,welcome to the carnival simulation experience
Cost of Open and Endovascular Infrainguinal Lower Extremity Revascularization for CLTI in the Medicare Population,2023,coffee & stretch break & exhibits
Completion of Supervised Exercise Therapy Improves Outcomes for Patients with Intermittent Claudication: Propensity Score-matched Analysis of 7-year Outcomes,2023,app track: hot topics: what's new in the guidelines
Risk Factors for Stroke in Penetrating Cerebrovascular Injuries,2023,rn track: wounds
Sartorius Myoplasty for Exposed Composite Graft in the Groin,2023,app track: crash course on emerging fields
Gender Differences in Perceptions and Attitudes Towards Vascular Surgery Among Prospective Preclinical Medical Students,2023,rn track: patient safety; nursing assessment
"Industry Evening Symposia Session 2 - Reducing Surgical Site Complications: Innovative Techniques and Technologies, Sponsored by 3M",2023,vascular live: abbott presents: xactly what you've been waiting for. now reengineered for tcar
China Chapter: A Biomaterial-based Therapy for Lower Limb Ischemia using SR/SI Bioactive Hydrogel by Inhibiting Skeletal Muscle Necrosis and Enhancing Angiogenesis,2023,real-world clinical outcomes and case insights of the novel pounce™ thrombectomy platform: non-aspiration mechanical treatment of acute or chronic peripheral arterial thromboemboli
"Taiwan Chapter: The Outcomes of Early Uncomplicated, High-risk and Complicated Type B Aortic Dissection in the Era of Endovascular Treatment in a Medical Center of Taiwan",2023,emerging real-world evidence: unveiling the clinical impact of arterial ivus ​
